0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.014463016703203964
0.0,0.0,0.0,0.0,0.0,0.019710784586470048
0.0,0.0,0.0,0.0,0.0,0.021249591740257454
0.0,0.0,0.0,0.0,0.0,0.022763976593769556
0.0,0.0,0.0,0.0,0.0,0.023046774954337653
0.0,0.0,0.0,0.0,0.0,0.026426083732922868
0.0,0.0,0.0,0.0,0.0,0.030521044377620352
0.0,0.0,0.0,0.0,0.0,0.0313410899357054
0.0,0.0,0.0,0.0,0.0,0.03134671306011846
0.0,0.0,0.0,0.0,0.0,0.032930294683844875
0.0,0.0,0.0,0.0,0.0,0.034177346721375144
0.0,0.0,0.0,0.0,0.0,0.03466502928053401
0.0,0.0,0.0,0.0,0.0,0.03579744304468491
0.0,0.0,0.0,0.0,0.0,0.03626828735833689
0.0,0.0,0.0,0.0,0.0,0.03628118352121519
0.0,0.0,0.0,0.0,0.0,0.03628118352121519
0.0,0.0,0.0,0.0,0.0,0.03628118352121519
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075
0.0,0.0,0.0,0.0,0.0,0.036297105404023075



